State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
Telangana,Hyderabad,500072,PvrForumSujanaMallKukatpallyHyderabad,Telugu,10:00,Classic,150₹,135,2
Telangana,Hyderabad,500072,PvrForumSujanaMallKukatpallyHyderabad,Telugu,10:00,Recliner,250₹,9,0
Telangana,Hyderabad,500072,PvrNexusMallKukatpallyHyderabad,Telugu,10:15,Classic,150₹,232,232
Telangana,Hyderabad,500072,PvrNexusMallKukatpallyHyderabad,Telugu,10:15,Recliner,250₹,12,12
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,11:30,FirstClass,70₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,11:30,SecondClass,50₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,11:30,ThirdClass,30₹,116,0
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,11:30,Gold,295₹,23,0
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,11:30,Executive,145₹,160,16
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,11:30,Normal,100₹,16,0
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,11:30,Ecstasy,110₹,156,108
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,11:30,Colosseum,110₹,112,72
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,11:30,Ascropolis,80₹,143,97
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,14:30,FirstClass,70₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,14:30,SecondClass,50₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,14:30,ThirdClass,30₹,116,0
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,14:30,Ecstasy,110₹,156,108
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,14:30,Colosseum,110₹,112,72
Telangana,Hyderabad,500004,SensationCinemasKhairatabad,Telugu,14:30,Ascropolis,80₹,143,97
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,18:30,FirstClass,70₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,18:30,SecondClass,50₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,18:30,ThirdClass,30₹,116,0
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,18:30,Gold,295₹,23,0
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,18:30,Executive,145₹,160,16
,Jaggayyapeta,521175,SreeAlankarCinemasJaggayyapeta,Telugu,18:30,Normal,100₹,16,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,21:30,FirstClass,70₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,21:30,SecondClass,50₹,116,0
,Amalapuram,533201,SriGanapathiPicturePalaceAmalapuram,Telugu,21:30,ThirdClass,30₹,116,0
