State,City,ZIP,Name,Language,Time,Type,Price,Capacity,Booked
,Coimbatore,641016,SrkMirajCinemasCoimbatore,Malayalam,09:00,Special,63₹,20,0
,Coimbatore,641016,SrkMirajCinemasCoimbatore,Malayalam,09:00,Executive,202₹,190,0
,Bengaluru,560077,PvrMsrElementsMallTanisandhraMainRoad,Malayalam,09:10,Classic,180₹,75,0
,Bengaluru,560077,PvrMsrElementsMallTanisandhraMainRoad,Malayalam,09:10,Prime,220₹,19,2
,Bengaluru,560077,PvrMsrElementsMallTanisandhraMainRoad,Malayalam,09:10,Recliner,400₹,11,0
Kerala,Kochi,682024,PvrOberonMallKochi,Malayalam,09:15,Classic,129₹,53,0
Kerala,Kochi,682024,PvrOberonMallKochi,Malayalam,09:15,ClassicPlus,150₹,115,20
Kerala,Kochi,682024,PvrOberonMallKochi,Malayalam,09:15,Recliner,300₹,14,0
Kerala,Kochi,682024,PvrLuluKochi,Malayalam,09:40,Classic,110₹,54,0
Kerala,Kochi,682024,PvrLuluKochi,Malayalam,09:40,ClassicPlus,140₹,108,6
Kerala,Kochi,682024,PvrLuluKochi,Malayalam,09:40,Prime,160₹,125,19
Kerala,Kochi,682024,PvrLuluKochi,Malayalam,09:40,Recliner,300₹,14,1
,Vadakara,673101,KirthiMudra4KRgbLaserDolbyAtmos,Malayalam,10:00,Platinum,250₹,17,0
,Vadakara,673101,KirthiMudra4KRgbLaserDolbyAtmos,Malayalam,10:00,Gold,150₹,192,0
,Vadakara,673101,KirthiMudra4KRgbLaserDolbyAtmos,Malayalam,10:00,Silver,100₹,225,0
,Bengaluru,560068,GalaxyParadiseMiniplexBegurRoad,Malayalam,10:00,Gold,150₹,120,21
Kerala,Thrissur,680553,InoxSobhaCityMall,Malayalam,10:00,RoyalRecliner,270₹,14,0
Kerala,Thrissur,680553,InoxSobhaCityMall,Malayalam,10:00,Royal,170₹,51,25
Kerala,Thrissur,680553,InoxSobhaCityMall,Malayalam,10:00,Club,140₹,256,7
Kerala,Thrissur,680553,InoxSobhaCityMall,Malayalam,10:00,Executive,110₹,34,0
Kerala,Kochi,682301,CentralTalkiesThrippunithura,Malayalam,10:00,Platinum,220₹,37,0
Kerala,Kochi,682301,CentralTalkiesThrippunithura,Malayalam,10:00,Gold,160₹,264,13
,Irinjalakuda,680121,MasMoviesIrinjalakuda,Malayalam,10:00,Silver,130₹,207,0
Kerala,Kochi,682501,KCinemas4KDolbyAtmosTripplebeam3DCherai,Malayalam,10:00,Platinum,220₹,17,0
Kerala,Kochi,682501,KCinemas4KDolbyAtmosTripplebeam3DCherai,Malayalam,10:00,Gold,140₹,195,0
Kerala,Kochi,683513,ShafazGrand4KTheatreNorthParavur,Malayalam,10:00,PremiumSofa,220₹,21,0
Kerala,Kochi,683513,ShafazGrand4KTheatreNorthParavur,Malayalam,10:00,PearlCircle,120₹,314,0
Kerala,Ulikkal,670705,SjGCinemasUlikkal,Malayalam,10:00,Standard,130₹,140,15
,Tirupur,641601,SriSakthiCinemasUnionMillRoadTirupur,Malayalam,10:00,Diamond,200₹,22,4
,Tirupur,641601,SriSakthiCinemasUnionMillRoadTirupur,Malayalam,10:00,Platinum,200₹,24,0
,Tirupur,641601,SriSakthiCinemasUnionMillRoadTirupur,Malayalam,10:00,Silver,150₹,16,0
,Thalayolaparambu,686605,CarnivalThalayolaparambu,Malayalam,10:15,Platinum,140₹,84,0
,Thalayolaparambu,686605,CarnivalThalayolaparambu,Malayalam,10:15,Gold,110₹,402,1
,Thalayolaparambu,686605,CarnivalThalayolaparambu,Malayalam,10:15,Executive,80₹,88,60
Kerala,Trivandrum,695581,CarnivalGreenfieldTrivandrum,Malayalam,10:15,ExecutiveOffline,140₹,145,21
Kerala,Kollam,691001,CarnivalKollamRpMall,Malayalam,10:15,PremiumOffline,150₹,96,23
Kerala,Chengannur,689121,CCinemasChengannur,Malayalam,10:20,Chimmy,150₹,135,6
,Karunagapally,690518,KhansCinemaKarunagapally,Malayalam,10:30,Balcony,150₹,235,0
,Kasaragod,671542,KaveriCinemasACDtsDolbyKarmamthody,Malayalam,10:30,Standard,110₹,145,0
,Bengaluru,560051,SangeetTheatreShivajiNagar,Malayalam,10:30,BalconyClass,120₹,154,2
,Kasaragod,671121,MagicFramesMehboobTheatreComplexKasaragod,Malayalam,10:30,Executive,129₹,222,0
Kerala,Kollam,691001,GmaxCinemasKollam,Malayalam,10:30,Red,160₹,279,29
Kerala,Trivandrum,695001,AriesplexSlCinemas,Malayalam,10:30,Platinum,430₹,32,0
Kerala,Trivandrum,695001,AriesplexSlCinemas,Malayalam,10:30,Gold,300₹,12,1
Kerala,Trivandrum,695001,AriesplexSlCinemas,Malayalam,10:30,Executive,160₹,154,8
Kerala,Trivandrum,695001,AriesplexSlCinemas,Malayalam,10:30,Economy,110₹,22,0
